id,day,words,links
308,308,"[""GRIND"",""CHOP"",""SHOULDER"",""HIP"",""IN"",""BOOK"",""SPLIT"",""GLASS""]","[""BLENDER BUTTONS"",""CUTS OF PORK"",""JOINTS"",""FASHIONABLE"",""SOCIAL MEDIA APP ENDINGS"",""DEPART QUICKLY"",""M. NIGHT SHYAMALAN MOVIES""]"
309,309,"[""CANDIDATE"",""NOSE"",""EYE"",""CROOK"",""SHARK"",""PERCH"",""LAND"",""SECURE""]","[""THINGS THAT CAN RUN"",""FACIAL FEATURES"",""EGYPTIAN SYMBOLS"",""SWINDLER"",""FISH"",""COME DOWN TO REST"",""OBTAIN""]"
310,310,"[""AGENT"",""MOLE"",""SECOND"",""FLASH"",""STORM"",""REX"",""SPOT"",""BIND""]","[""ONE INVOLVED IN ESPIONAGE"",""UNITS OF MEASURE"",""BLINK OF AN EYE"",""SUPERHEROES"",""T-___"",""CLASSIC DOG NAMES""]"
311,311,"[""POKE"",""NEEDLE"",""FACE"",""CONFRONT"",""BRAVE"",""UP"",""TWIST"",""FUDGE""]","[""SYNONYMS FOR BOTHER"",""THINGS WITH EYE(S)"",""GO UP AGAINST"",""STAND UP TO, AS A CHALLENGE"",""PIXAR MOVIES"",""MARTINI SPECIFICATIONS"",""ALTER DECEPTIVELY""]"
312,312,"[""GANDER"",""LOOK"",""STYLE"",""BUSINESS"",""BONE"",""STORM"",""BLADE"",""LOST BOYS""]","[""QUICK PEEK"",""APPEARANCE"",""NEWSPAPER SECTIONS"",""FUNNY ___"",""T-___"",""SUPERHEROES""]"
313,313,"[""BEETLE"",""ANT"",""WEST"",""MATCH"",""BUMBLE"",""SPOIL"",""ROT"",""BULL""]","[""INSECTS"",""ADAMS"",""___ POINT"",""DATING APPS"",""MESS UP"",""GO BAD"",""BALDERDASH""]"
314,314,"[""CAESAR"",""GREEN"",""SCARLET"",""LOVE"",""RIGHT"",""YES"",""GENESIS"",""DREAMCAST""]","[""KINDS OF SALADS"",""CLUE CHARACTERS"",""___ LETTER"",""___ TRIANGLE"",""RESPONSE TO A CORRECT ANSWER"",""CLASSIC ROCK BANDS""]"
315,315,"[""NEUTRAL"",""DRIVE"",""SPUR"",""EGG"",""ROSE"",""HEART"",""KIDNEY"",""LIMA""]","[""AUTOMATIC TRANSMISSION SETTINGS"",""IMPEL"",""ENCOURAGE, WITH \""ON\"""",""ONE IN A DOZEN"",""SEEN ON VALENTINE’S DAY"",""ORGANS"",""BEANS""]"
316,316,"[""CHANGE"",""CUCUMBER"",""PEPPER"",""CORN"",""BEET"",""CARDINAL"",""JAY"",""BEE""]","[""SEA ___"",""VEGETABLES THAT ARE ALSO FRUITS"",""CROPS"",""VEGETABLES"",""THINGS THAT ARE RED"",""BIRDS""]"
317,317,"[""JUICE"",""SPIRIT"",""GHOST"",""DESERT"",""FOREST"",""MINT"",""MANGO"",""BANANA""]","[""ENERGY"",""APPARITIONS"",""RUDELY BREAK OFF CONTACT"",""BIOMES"",""SHADES OF GREEN"",""CHUTNEY VARIETIES"",""TROPICAL FRUITS""]"
318,318,"[""CORD"",""CRADLE"",""ROOT"",""MEAL"",""MEDIUM"",""CHANNEL"",""SOUND"",""FIT""]","[""ROTARY PHONE PARTS"",""ORIGIN"",""SQUARE ___"",""HAPPY ___"",""METHOD"",""BODIES OF WATER""]"
319,319,"[""COME"",""DOWN"",""LOW"",""SHORT"",""SPARE"",""COPY"",""PARROT"",""MIRROR""]","[""DOG COMMANDS"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING"",""REPLACEMENT"",""SYNONYMS FOR IMITATE"",""IMITATE""]"
320,320,"[""COCONUT"",""BANANA"",""CANARY"",""RAT"",""SING"",""HUM"",""BUZZ"",""CLUCK""]","[""TROPICAL FRUITS"",""THINGS THAT ARE YELLOW"",""STOOL PIGEON"",""TATTLE"",""CARRY A TUNE"",""MONOTONOUS SOUNDS"",""ANIMAL SOUNDS""]"
321,321,"[""INFANT"",""TICKER"",""RED"",""CUB"",""KID"",""JOSH"",""ROB"",""PINCH""]","[""ASSOCIATED WITH “CRAWL”"",""___ TAPE"",""M.L.B. TEAM MEMBER"",""BABY ANIMALS"",""PLAYFULLY BOTHER"",""NICKNAMES THAT ARE VERBS"",""THIEVE""]"
322,322,"[""BEANIE"",""FUR"",""DOWN"",""LOW"",""SHORT"",""SPARE"",""COPY"",""PARROT""]","[""___ BABY"",""ANIMAL COVERINGS"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING"",""REPLACEMENT"",""SYNONYMS FOR IMITATE""]"
323,323,"[""BLOCK"",""CLOG"",""PUMP"",""BOOT"",""IRON"",""SPIDER"",""TICK"",""X""]","[""OBSTRUCT"",""SHOES"",""FOOTWEAR"",""ORIGINAL MONOPOLY TOKENS"",""___ MAN SUPERHEROES"",""ARACHNIDS"",""SELECT, AS A BOX ON A FORM""]"
324,324,"[""CHRONICLE"",""SUN"",""KING"",""QUEEN"",""MATE"",""CHUM"",""FLY"",""GNAT""]","[""NEWSPAPER NAMES"",""NBA PLAYERS"",""MATTRESS SIZES"",""CHESS TERMS"",""FRIEND"",""FISHING TERMS"",""WINGED INSECTS""]"
325,325,"[""FULL"",""KING"",""PRINCE"",""WAYNE"",""BABY"",""SPEECH"",""WATER"",""FIRE""]","[""MATTRESS SIZES"",""ROYAL TITLES"",""SUPERHERO LAST NAMES"",""LIL ___ RAPPERS"",""THINGS THAT ARE DELIVERED"",""___ BALLOON"",""CLASSICAL ELEMENTS""]"
326,326,"[""ANIMAL"",""GOLDFISH"",""CARROT"",""BEET"",""CARDINAL"",""SWIFT"",""MARS"",""CRUNCH""]","[""KINDS OF CRACKERS"",""THINGS THAT ARE ORANGE"",""VEGETABLES"",""THINGS THAT ARE RED"",""BIRDS"",""POP MEGASTARS"",""CHOCOLATE BARS""]"
327,327,"[""CIRCUS"",""WEDDING"",""SHOWER"",""CARROT"",""BEET"",""CARDINAL"",""JAY"",""BEE""]","[""THINGS WITH RINGS"",""CELEBRATORY OCCASIONS"",""BABY ___"",""VEGETABLES"",""THINGS THAT ARE RED"",""BIRDS""]"
328,328,"[""IRIS"",""LENS"",""BOOM"",""CARROT"",""BEET"",""CARDINAL"",""JAY"",""BEE""]","[""EYE PARTS"",""FILMMAKING EQUIPMENT"",""BABY ___"",""VEGETABLES"",""THINGS THAT ARE RED"",""BIRDS""]"
329,329,"[""CAT"",""CHANCE"",""GO"",""CAN"",""HEAD"",""STALK"",""HUNT"",""SMART""]","[""FAT ___"",""MONOPOLY SQUARES"",""DANCES WHEN DOUBLED"",""SLANG FOR TOILET"",""UNITS OF VEGETABLES"",""PURSUE"",""FICTIONAL SPIES""]"
330,330,"[""GAS"",""SOLID"",""FIRM"",""COMPANY"",""HAIR"",""STATE"",""CATFISH"",""CARP""]","[""STATES OF MATTER"",""SET, AS PLANS"",""COMMERCIAL ORGANIZATION"",""MUSICALS"",""HEAD OF ___"",""MTV SHOWS"",""FISH THAT ARE VERBS""]"
331,331,"[""NAP"",""PLANT"",""MOLE"",""SECOND"",""FLASH"",""STORM"",""REX"",""SPOT""]","[""POWER ___"",""ONE INVOLVED IN ESPIONAGE"",""UNITS OF MEASURE"",""BLINK OF AN EYE"",""SUPERHEROES"",""T-___"",""CLASSIC DOG NAMES""]"
332,332,"[""GROSS"",""DOZEN"",""JOKE"",""SKETCH"",""BLACK"",""FAT"",""HOUSE"",""MOON""]","[""WORDS FOR SPECIFIC QUANTITIES"",""DIRTY ___"",""COMEDIAN’S OUTPUT"",""___ COMEDY"",""WORDS BEFORE DAYS OF THE WEEK"",""___ CAT"",""FULL ___""]"
333,333,"[""LOST BOYS"",""BLADE"",""STORM"",""BONE"",""BUSINESS"",""STYLE"",""LOOK"",""GANDER""]","[""VAMPIRE MOVIES"",""SUPERHEROES"",""T-___"",""FUNNY ___"",""NEWSPAPER SECTIONS"",""APPEARANCE""]"
334,334,"[""CIRCLE"",""TRIANGLE"",""COW"",""BUFFALO"",""FISH"",""BIRD"",""AIRPLANE"",""MOTHER""]","[""BASIC TWO-DIMENSIONAL SHAPES"",""YOGA POSES"",""BOVIDS"",""SINGLE/PLURAL ANIMALS"",""VERTEBRATES"",""THINGS WITH WINGS"",""MOVIES WITH “!”""]"
335,335,"[""GAME"",""DOWN"",""LOW"",""SHORT"",""SPARE"",""COPY"",""PARROT"",""MIRROR""]","[""WILLING TO PARTICIPATE"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING"",""REPLACEMENT"",""SYNONYMS FOR IMITATE"",""IMITATE""]"
336,336,"[""CARDS"",""DICE"",""CANDLE"",""SEAL"",""WHITE"",""BLUE"",""LOW"",""SHORT""]","[""THINGS SEEN AT A CASINO"",""THINGS TO BLOW ON FOR WISHES/LUCK"",""THINGS MADE OF WAX"",""GREAT ___"",""COLORS IN BRAZIL’S FLAG"",""SYNONYMS FOR SAD"",""INSUFFICIENT""]"
337,337,"[""BELLY"",""SNOOZE"",""BORE"",""DUD"",""LEMON"",""DATE"",""SPACE"",""BLANK""]","[""___ BUTTON"",""SOMETHING TIRESOME"",""PARTY POOPER"",""FAILURE"",""FRUIT"",""DOUBLE ___""]"
338,338,"[""BASKET"",""HAMPER"",""IRON"",""SPIDER"",""TICK"",""X"",""PECK"",""STONE""]","[""CONTAINERS"",""SEEN IN A LAUNDRY ROOM"",""___ MAN SUPERHEROES"",""ARACHNIDS"",""SELECT, AS A BOX ON A FORM"",""KISS"",""IMPERIAL UNITS""]"
339,339,"[""DOLPHIN"",""SEAL"",""WHITE"",""BLUE"",""LOW"",""SHORT"",""SPARE"",""COPY""]","[""MARINE MAMMALS"",""GREAT ___"",""COLORS IN BRAZIL’S FLAG"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING"",""REPLACEMENT""]"
340,340,"[""DRAGON"",""RABBIT"",""KNIFE"",""WRENCH"",""JERK"",""DOG"",""ARROW"",""BOW""]","[""CHINESE ZODIAC ANIMALS"",""JACK ___"",""WEAPONS IN THE GAME CLUE"",""PULL"",""BADDIE"",""“POINTERS”"",""ARCHERY EQUIPMENT""]"
341,341,"[""ANNIVERSARY"",""WEDDING"",""TREE"",""BOOK"",""SPLIT"",""GLASS"",""PAPER"",""ROCK""]","[""CELEBRATORY OCCASIONS"",""THINGS WITH RINGS"",""THINGS WITH LEAVES"",""DEPART QUICKLY"",""M. NIGHT SHYAMALAN MOVIES"",""RECYCLING CATEGORIES"",""ROCK PAPER SCISSORS""]"
342,342,"[""CYMBAL"",""TOM"",""BULL"",""SCALES"",""DOWN"",""LOW"",""SHORT"",""SPARE""]","[""DRUM SET COMPONENTS"",""MALE ANIMALS"",""ZODIAC SYMBOLS"",""ANIMAL COVERINGS"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING""]"
343,343,"[""EQUAL"",""EVEN"",""LEVEL"",""SAW"",""RING"",""TRAIN"",""BOAT"",""CAR""]","[""EQUITABLE"",""UNCHANGING"",""TOOLS"",""HORROR FRANCHISES"",""BRIDAL ACCESSORIES"",""MODES OF TRANSPORTATION"",""MEANS OF TRANSPORTATION""]"
344,344,"[""BRICK"",""BEET"",""CARROT"",""POUND"",""BISHOP"",""QUEEN"",""KING"",""PRINCE""]","[""THINGS THAT ARE RED"",""VEGETABLES"",""___ CAKE"",""AMERICAN POETS"",""CHESS TERMS"",""MATTRESS SIZES"",""ROYAL TITLES""]"
345,345,"[""ER"",""HOUSE"",""FAT"",""ASH"",""PINE"",""ACHE"",""SMART"",""HUNT""]","[""SHOWS SET IN HOSPITALS"",""___ CAT"",""WORDS BEFORE DAYS OF THE WEEK"",""TREES"",""YEARN"",""HURT"",""FICTIONAL SPIES""]"
346,346,"[""BOND"",""OPTION"",""TAB"",""CHECK"",""CAP"",""COVER"",""PAGE"",""LEAF""]","[""INVESTMENTS"",""KEYBOARD KEYS"",""THINGS TO PAY"",""RESTRICT"",""COVERINGS"",""PARTS OF A BOOK"",""PAPER IN A BOOK""]"
347,347,"[""ADULT"",""KISS"",""BALL"",""OUT"",""COPY"",""PARROT"",""MIRROR"",""GARLIC""]","[""WHAT “X” MIGHT MEAN"",""HAPPY NEW YEAR!"",""BASEBALL CALLS"",""RADIO LINGO"",""SYNONYMS FOR IMITATE"",""IMITATE"",""ANTI-VAMPIRE""]"
348,348,"[""PRUNE"",""BRAIN"",""HEART"",""KIDNEY"",""LIMA"",""POLISH"",""FILE"",""HAMMER""]","[""WRINKLY THINGS"",""SOUGHT AFTER IN “THE WIZARD OF OZ”"",""ORGANS"",""BEANS"",""WORDS WITH TWO PRONUNCIATIONS"",""MANICURE STEPS"",""TOOLS""]"
349,349,"[""BIT"",""JOKE"",""DOZEN"",""GROSS"",""SUM"",""MAROON"",""DESERT"",""FOREST""]","[""COMEDIAN’S OUTPUT"",""DIRTY ___"",""WORDS FOR SPECIFIC QUANTITIES"",""WHOLE AMOUNT"",""BAND NAMES MINUS NUMBERS"",""LEAVE HIGH AND DRY"",""BIOMES""]"
350,350,"[""CARROT"",""BEET"",""CARDINAL"",""SWIFT"",""MARS"",""CRUNCH"",""KANGAROO"",""KOALA""]","[""VEGETABLES"",""THINGS THAT ARE RED"",""BIRDS"",""POP MEGASTARS"",""CHOCOLATE BARS"",""“CAPTAINS”""]"
351,351,"[""BAG"",""COUNTER"",""SINK"",""DROP"",""DASH"",""BOLT"",""ZIP"",""TIFF""]","[""BEAN ___"",""FOUND IN A KITCHEN"",""DECLINE"",""LITTLE BIT, IN A RECIPE"",""RUN QUICKLY"",""MOVE QUICKLY"",""FILE EXTENSIONS""]"
352,352,"[""PARFAIT"",""BOUQUET"",""RING"",""SAW"",""GEAR"",""HANDLEBAR"",""HORSESHOE"",""MOON""]","[""ENDING IN A SILENT “T”"",""BRIDAL ACCESSORIES"",""HORROR FRANCHISES"",""THINGS WITH TEETH"",""BIKE PARTS"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS""]"
353,353,"[""BREAD"",""JACK"",""BULL"",""SCALES"",""DOWN"",""LOW"",""SHORT"",""SPARE""]","[""WORDS WITH “FRUIT”"",""MALE ANIMALS"",""ZODIAC SYMBOLS"",""ANIMAL COVERINGS"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING""]"
354,354,"[""BRIGHT"",""SMART"",""HUNT"",""STALK"",""BUD"",""CHUM"",""FLY"",""GNAT""]","[""INTELLIGENT"",""FICTIONAL SPIES"",""PURSUE"",""FLOWER PARTS"",""FRIEND"",""FISHING TERMS"",""WINGED INSECTS""]"
355,355,"[""BAGGAGE"",""GIGGLE"",""EGGSHELL"",""CREAM"",""STRING"",""TRAIN"",""BOAT"",""CAR""]","[""WORDS WITH THREE G’S"",""WORDS SPELLED WITH AN UPSIDE-DOWN CALCULATOR"",""OFF-WHITE SHADES"",""___ CHEESE"",""SEQUENCE"",""MODES OF TRANSPORTATION"",""MEANS OF TRANSPORTATION""]"
356,356,"[""CAPITAL"",""STOCK"",""OPTION"",""TAB"",""CHECK"",""CAP"",""COVER"",""PAGE""]","[""FINANCIAL TERMS"",""INVESTMENTS"",""KEYBOARD KEYS"",""THINGS TO PAY"",""RESTRICT"",""COVERINGS"",""PARTS OF A BOOK""]"
357,357,"[""FISH"",""ROCK"",""PAPER"",""DOUGH"",""COUGH"",""CORN"",""BEET"",""CARDINAL""]","[""SCHOOL OF ___"",""ROCK PAPER SCISSORS"",""SLANG FOR MONEY"",""”-OUGH” WORDS THAT DON’T RHYME"",""___ SYRUP"",""VEGETABLES"",""THINGS THAT ARE RED""]"
358,358,"[""CLAIM"",""ACTION"",""GO"",""CHANCE"",""CAT"",""MOUNTAIN"",""VALLEY"",""DELL""]","[""LEGAL TERMS"",""___ FIGURE"",""MONOPOLY SQUARES"",""FAT ___"",""YOGA POSES"",""LAND FORMATIONS""]"
359,359,"[""GIANT"",""WOLF"",""SCARF"",""TIE"",""BOND"",""HUNT"",""STALK"",""BUD""]","[""FAIRY TALE FIGURES"",""SYNONYMS FOR EAT"",""NECKWEAR"",""CONNECTION"",""FICTIONAL SPIES"",""PURSUE"",""FLOWER PARTS""]"
360,360,"[""BANG"",""SPLASH"",""DASH"",""BOLT"",""ZIP"",""TIFF"",""ROW"",""PIE""]","[""ONOMATOPOEIA"",""LITTLE BIT, IN A RECIPE"",""RUN QUICKLY"",""MOVE QUICKLY"",""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT"",""HOMOPHONES OF GREEK LETTERS""]"
361,361,"[""TRACK"",""HUNT"",""SMART"",""MARS"",""CRUNCH"",""PLANET"",""MOON"",""HORSESHOE""]","[""PURSUE"",""FICTIONAL SPIES"",""TV SHOW TITLE SURNAMES"",""CHOCOLATE BARS"",""“CAPTAINS”"",""CELESTIAL OBJECTS"",""LUCKY CHARMS MARSHMALLOWS""]"
362,362,"[""CHIC"",""HIP"",""SHOULDER"",""BELLY"",""SNOOZE"",""BORE"",""DUD"",""LEMON""]","[""FASHIONABLE"",""JOINTS"",""CUTS OF PORK"",""___ BUTTON"",""SOMETHING TIRESOME"",""PARTY POOPER"",""FAILURE""]"
363,363,"[""CRICKET"",""POLO"",""TANK"",""TEE"",""PEN"",""QUART"",""CUP"",""LID""]","[""SPORTS"",""SHIRTS"",""TOPS"",""COMMON SWAG ITEMS"",""STARTS OF U.S. COINS"",""UNITS OF VOLUME"",""COFFEE COUNTER ITEMS""]"
364,364,"[""DECO"",""DADA"",""POPPY"",""BEET"",""CARROT"",""POUND"",""BISHOP"",""QUEEN""]","[""ART MOVEMENTS"",""FAMILIAL NICKNAMES"",""THINGS THAT ARE RED"",""VEGETABLES"",""___ CAKE"",""AMERICAN POETS"",""CHESS TERMS""]"
365,365,"[""BASEBALL"",""CRICKET"",""POLO"",""TANK"",""TEE"",""PEN"",""QUART"",""CUP""]","[""___ BAT"",""SPORTS"",""SHIRTS"",""TOPS"",""COMMON SWAG ITEMS"",""STARTS OF U.S. COINS"",""UNITS OF VOLUME""]"
366,366,"[""CIRCLE"",""HOUSE"",""FAT"",""ASH"",""PINE"",""ACHE"",""SMART"",""HUNT""]","[""FULL ___"",""___ CAT"",""WORDS BEFORE DAYS OF THE WEEK"",""TREES"",""YEARN"",""HURT"",""FICTIONAL SPIES""]"
367,367,"[""BEANS"",""STOCK"",""OPTION"",""TAB"",""CHECK"",""CAP"",""COVER"",""PAGE""]","[""INGREDIENTS IN MINESTRONE"",""INVESTMENTS"",""KEYBOARD KEYS"",""THINGS TO PAY"",""RESTRICT"",""COVERINGS"",""PARTS OF A BOOK""]"
368,368,"[""CHUCK"",""JOSH"",""KID"",""CUB"",""MALT"",""SHAKE"",""WAVE"",""BITE""]","[""NICKNAMES THAT ARE VERBS"",""PLAYFULLY BOTHER"",""BABY ANIMALS"",""COUNTRIES WHEN “A” IS ADDED"",""SODA FOUNTAIN ORDERS"",""GREETING GESTURES"",""SOUND ___""]"
369,369,"[""DANCE"",""BUTTON"",""ZIP"",""TIFF"",""ROW"",""PIE"",""CAKE"",""COVER""]","[""BELLY ___"",""FASTENING VERBS"",""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT"",""HOMOPHONES OF GREEK LETTERS"",""DESSERTS"",""“C” WORDS FOR “ENVELOP”""]"
370,370,"[""BROOM"",""MOP"",""DUST"",""SPORTS"",""CIGARETTE"",""PENCIL"",""HORSESHOE"",""MOON""]","[""CLEANING SUPPLIES"",""CLEANING VERBS"",""___ JACKET"",""“E-” THINGS"",""ASSOCIATED WITH “STUB”"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS""]"
371,371,"[""ALPHABET"",""APPLE"",""PLANET"",""MOON"",""HORSESHOE"",""HANDLEBAR"",""GEAR"",""SAW""]","[""TECH COMPANIES"",""THINGS WITH CORES"",""CELESTIAL OBJECTS"",""LUCKY CHARMS MARSHMALLOWS"",""MUSTACHES"",""BIKE PARTS"",""THINGS WITH TEETH""]"
372,372,"[""MACE"",""CLUB"",""SUB"",""HERO"",""GREAT"",""GIANT"",""WOLF"",""SCARF""]","[""MEDIEVAL WEAPONS"",""SANDWICHES"",""LONG SANDWICHES"",""ALL-TIMER"",""ENORMOUS"",""FAIRY TALE FIGURES"",""SYNONYMS FOR EAT""]"
373,373,"[""BORE"",""DUD"",""LEMON"",""DATE"",""DIRTY"",""TWIST"",""FUDGE"",""CHERRY""]","[""PARTY POOPER"",""FAILURE"",""FRUIT"",""PLAY ___"",""MARTINI SPECIFICATIONS"",""ALTER DECEPTIVELY"",""SUNDAE TOPPINGS""]"
374,374,"[""BEAST"",""GENIE"",""PARROT"",""COPY"",""CUT"",""TRACK"",""HUNT"",""SMART""]","[""DISNEY CHARACTERS"",""SEEN IN “ALADDIN”"",""SYNONYMS FOR IMITATE"",""EDIT MENU COMMANDS"",""SONG"",""PURSUE"",""FICTIONAL SPIES""]"
375,375,"[""CRANNY"",""RECESS"",""LEAVE"",""GO"",""CHANCE"",""CAT"",""MOUNTAIN"",""VALLEY""]","[""SMALL OPENING"",""TIME OFF"",""“SKEDADDLE!”"",""MONOPOLY SQUARES"",""FAT ___"",""YOGA POSES"",""LAND FORMATIONS""]"
376,376,"[""FLOAT"",""SHAKE"",""WAVE"",""BITE"",""ZIP"",""TIFF"",""ROW"",""PIE""]","[""ICE CREAM TREATS"",""GREETING GESTURES"",""SOUND ___"",""PIQUANCY"",""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT"",""HOMOPHONES OF GREEK LETTERS""]"
377,377,"[""EDGE"",""BITE"",""WAVE"",""SHAKE"",""MALT"",""CUB"",""KID"",""JOSH""]","[""SHARP QUALITY"",""SOUND ___"",""GREETING GESTURES"",""SODA FOUNTAIN ORDERS"",""COUNTRIES WHEN “A” IS ADDED"",""BABY ANIMALS"",""PLAYFULLY BOTHER""]"
378,378,"[""HOLE"",""BUCKLE"",""ZIP"",""TIFF"",""ROW"",""PIE"",""CAKE"",""COVER""]","[""FEATURES OF A BELT"",""FASTENING VERBS"",""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT"",""HOMOPHONES OF GREEK LETTERS"",""DESSERTS"",""“C” WORDS FOR “ENVELOP”""]"
379,379,"[""BITTER"",""SOUR"",""ROT"",""BULL"",""SCALES"",""DOWN"",""LOW"",""SHORT""]","[""BASIC TASTES"",""GO BAD"",""BALDERDASH"",""ZODIAC SYMBOLS"",""ANIMAL COVERINGS"",""SYNONYMS FOR SAD"",""INSUFFICIENT""]"
380,380,"[""NBA"",""PAPER"",""ROCK"",""MET"",""CUB"",""KID"",""JOSH"",""ROB""]","[""___ JAM"",""ROCK PAPER SCISSORS"",""___ OPERA"",""M.L.B. TEAM MEMBER"",""BABY ANIMALS"",""PLAYFULLY BOTHER"",""NICKNAMES THAT ARE VERBS""]"
381,381,"[""BELL"",""GHOST"",""SPIRIT"",""STEAM"",""STATE"",""CATFISH"",""CARP"",""GRIPE""]","[""___ PEPPER"",""APPARITIONS"",""ENERGY"",""HEAD OF ___"",""MTV SHOWS"",""FISH THAT ARE VERBS""]"
382,382,"[""DRUMMER"",""RING"",""SAW"",""GEAR"",""HANDLEBAR"",""HORSESHOE"",""MOON"",""PLANET""]","[""12 DAYS OF CHRISTMAS"",""HORROR FRANCHISES"",""THINGS WITH TEETH"",""BIKE PARTS"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS"",""CELESTIAL OBJECTS""]"
383,383,"[""FURIOUS"",""LIVID"",""DILL"",""ANISE"",""LICORICE"",""CHOCOLATE"",""HEART"",""KIDNEY""]","[""SYNONYMS FOR ANGRY"",""WORDS SPELLED WITH ROMAN NUMERALS"",""SPICES"",""PLANTS WITH SIMILAR FLAVORS"",""CANDY STORE TREATS"",""SEEN ON VALENTINE’S DAY"",""ORGANS""]"
384,384,"[""BOOKMARK"",""TAB"",""OPTION"",""BOND"",""HUNT"",""STALK"",""BUD"",""MATE""]","[""WEB BROWSER-RELATED"",""KEYBOARD KEYS"",""INVESTMENTS"",""FICTIONAL SPIES"",""PURSUE"",""FLOWER PARTS"",""FRIEND""]"
385,385,"[""BAT"",""WOLF"",""SCARF"",""TIE"",""BOND"",""HUNT"",""STALK"",""BUD""]","[""NOCTURNAL ANIMALS"",""SYNONYMS FOR EAT"",""NECKWEAR"",""CONNECTION"",""FICTIONAL SPIES"",""PURSUE"",""FLOWER PARTS""]"
386,386,"[""DIRTY"",""TWIST"",""FUDGE"",""CHERRY"",""BAR"",""ISLAND"",""EGG"",""ROSE""]","[""MARTINI SPECIFICATIONS"",""ALTER DECEPTIVELY"",""SUNDAE TOPPINGS"",""SLOT MACHINE SYMBOLS"",""LAND SURROUNDED BY WATER"",""EASTER ___"",""ONE IN A DOZEN""]"
387,387,"[""COMB"",""HONEY"",""SUGAR"",""ICE"",""GREEN"",""SCARLET"",""LOVE"",""RIGHT""]","[""BEE CREATIONS"",""TERMS OF ENDEARMENT"",""CUBE-SHAPED"",""___LAND"",""CLUE CHARACTERS"",""___ LETTER"",""___ TRIANGLE""]"
388,388,"[""CAMI"",""TANK"",""MASK"",""JACKET"",""COVER"",""TOP"",""YO-YO"",""HEDGE""]","[""TOPS"",""SCUBA GEAR"",""FENCING EQUIPMENT"",""PARTS OF A BOOK"",""COVERINGS"",""CLASSIC TOYS""]"
389,389,"[""BUMPER"",""TRUNK"",""BEAK"",""WING"",""FRY"",""WONDER"",""SEA"",""ARE""]","[""PARTS OF A CAR"",""ANIMAL NOSES"",""BIRD FEATURES"",""APPETIZER UNIT"",""SMALL ___"",""MEMBERS OF A SEPTET"",""LETTER HOMOPHONES""]"
390,390,"[""APPLE"",""QUEEN"",""KING"",""PRINCE"",""WAYNE"",""BABY"",""SPEECH"",""WATER""]","[""FEATURED IN “SNOW WHITE”"",""MATTRESS SIZES"",""ROYAL TITLES"",""SUPERHERO LAST NAMES"",""LIL ___ RAPPERS"",""THINGS THAT ARE DELIVERED"",""___ BALLOON""]"
391,391,"[""LEAD"",""WATER"",""FIRE"",""RED"",""DEMO"",""AUTO"",""SUB"",""CLUB""]","[""___ BALLOON"",""CLASSICAL ELEMENTS"",""___ ANT"",""___ TAPE"",""PREFIXES WITH -CRACY"",""COMMON PREFIXES"",""SANDWICHES""]"
392,392,"[""DOZEN"",""JOKE"",""SKETCH"",""BLACK"",""FAT"",""HOUSE"",""MOON"",""HORSESHOE""]","[""DIRTY ___"",""COMEDIAN’S OUTPUT"",""___ COMEDY"",""WORDS BEFORE DAYS OF THE WEEK"",""___ CAT"",""FULL ___"",""LUCKY CHARMS MARSHMALLOWS""]"
393,393,"[""BACHELOR"",""MOUSE"",""MONITOR"",""WATCH"",""CLOCK"",""CAMERA"",""CUT"",""COPY""]","[""___ PAD"",""COMPUTER EQUIPMENT"",""FOLLOW ATTENTIVELY"",""TIMEKEEPING DEVICES"",""SMARTPHONE FEATURES BEGINNING WITH “C”"",""FILM SET DIRECTIVES"",""EDIT MENU COMMANDS""]"
394,394,"[""JAY"",""CARDINAL"",""BEET"",""ONION"",""POPPY"",""DADA"",""POP"",""LUCKY""]","[""BIRDS"",""THINGS THAT ARE RED"",""VEGETABLES"",""BAGEL FLAVORS"",""FAMILIAL NICKNAMES"",""ART MOVEMENTS""]"
395,395,"[""BREAK"",""LEAVE"",""GO"",""CHANCE"",""CAT"",""MOUNTAIN"",""VALLEY"",""DELL""]","[""TIME OFF"",""“SKEDADDLE!”"",""MONOPOLY SQUARES"",""FAT ___"",""YOGA POSES"",""LAND FORMATIONS""]"
